NAME OF COMPANY,SYMBOL,Security Id
Vikas Lifecare Limited-Rights Entitlement,VLIFE-RE,VLIFE-RE
VLS Finance Limited,VLSFINANCE,VLSFINANCE
V-Mart Retail Limited,VMART,VMART
Voltamp Transformers Limited,VOLTAMP,VOLTAMP
Voltas Limited,VOLTAS,VOLTAS
VRL Logistics Limited,VRLLOG,VRLLOG
Vardhman Special Steels Limited,VSSL,VSSL
VST Industries Limited,VSTIND,VSTIND
V.S.T Tillers Tractors Limited,VSTTILLERS,VSTTILLERS
Vardhman Textiles Limited,VTL,VTL
VA Tech Wabag Limited,WABAG,WABAG
WABCO India Limited,WABCOINDIA,WABCOINDIA
Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG
Wanbury Limited,WANBURY,WANBURY
Waterbase Limited,WATERBASE,WATERBASE
Websol Energy System Limited,WEBELSOLAR,WEBELSOLAR
Weizmann Limited,WEIZMANIND,WEIZMANIND
Welspun Corp Limited,WELCORP,WELCORP
Welspun Enterprises Limited,WELENT,WELENT
Welspun Investments and Commercials Limited,WELINV,WELINV
Welspun India Limited,WELSPUNIND,WELSPUNIND
Wendt (India) Limited,WENDT,WENDT
Westlife Development Ltd,WESTLIFE,WESTLIFE
Wheels India Limited,WHEELS,WHEELS
Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL
Williamson Magor & Company Limited,WILLAMAGOR,WILLAMAGOR
Windsor Machines Limited,WINDMACHIN,WINDMACHIN
Wipro Limited,WIPRO,WIPRO
Wockhardt Limited,WOCKPHARMA,WOCKPHARMA
Wonderla Holidays Limited,WONDERLA,WONDERLA
W S Industries (I) Limited,WSI,WSIND
West Coast Paper Mills Limited,WSTCSTPAPR,WSTCSTPAPR
Xchanging Solutions Limited,XCHANGING,XCHANGING
Xelpmoc Design And Tech Limited,XELPMOC,XELPMOC
Xpro India Limited,XPROINDIA,XPROINDIA
Yaarii Digital Integrated Services Limited,YAARII,YAARII
Yes Bank Limited,YESBANK,YESBANK
Zee Entertainment Enterprises Limited,ZEEL,ZEEL
Zee Learn Limited,ZEELEARN,ZEELEARN
Zee Media Corporation Limited,ZEEMEDIA,ZEEMEDIA
Zenith Exports Limited,ZENITHEXPO,ZENITHEXPO
Zensar Technologies Limited,ZENSARTECH,ZENSARTECH
Zen Technologies Limited,ZENTEC,ZENTEC
Zodiac Clothing Company Limited,ZODIACLOTH,ZODIACLOTH
Zodiac JRD- MKJ Limited,ZODJRDMKJ,ZODJRDMKJ
Zuari Agro Chemicals Limited,ZUARI,ZUARI
Zuari Global Limited,ZUARIGLOB,ZUARIGLOB
Zydus Wellness Limited,ZYDUSWELL,ZYDUSWELL
