bse_symbol,nse_symbol,bse_token,nse_token
ORIENTCEM,ORIENTCEM,137153028,7702785
ABFRL,ABFRL,137153284,7707649
IBULHSGFIN,IBULHSGFIN,137161988,7712001
FLFL,FLFL,137345796,7872513
NATHBIOGEN,NATHBIOGEN,137546500,2832641
AGRITECH,AGRITECH,137546756,2834433
BCP,BCP,137668100,2985473
VFL,VIJIFIN,137681924,
WONDERLA,WONDERLA,137796612,768513
INCREDIBLE,INCREDIBLE,137821444,4481793
SKIPPER,SKIPPER,137871876,2413569
GULFOILLUB,GULFOILLUB,137873156,1124097
VISHAL,VISHAL,137881092,3013889
SNOWMAN,SNOWMAN,137890564,1239809
SHARDACROP,SHARDACROP,137898500,1277953
SHEMAROO,SHEMAROO,137903364,
PDSMFL,PDSMFL,137914884,1347585
INTELLECT,INTELLECT,137941764,1517057
MONTECARLO,MONTECARLO,137942020,1520129
DHUNTEAIND,DTIL,137958916,1594113
GENUSPAPER,GENUSPAPER,137974020,1689601
MINDACORP,MINDACORP,137974276,6629633
GRNLAMIND,GREENLAM,137978628,1753089
ORTEL,ORTEL,137987844,
BKMINDST,BKMINDST,137995012,
MANAKSTELTD,MANAKSTEEL,137995268,1910529
MNKALCOLTD,MANAKALUCO,137995524,
MNKCMILTD,MANAKCOAT,137995780,1897729
IMAGICAA,IMAGICAA,137998340,
INOXWIND,INOXWIND,138005252,2010113
VRLLOG,VRLLOG,138014212,2226177
MEP,MEP,138016260,2245377
UFO,UFO,138020100,2313985
PNCINFRA,PNCINFRA,138022404,2402561
SATIA,SATIA,138035460,2827521
JIYAECO,JIYAECO,138041604,
BALKRISHNA,BALKRISHNA,138048260,
SCFL,SHYAMCENT,138048516,2608129
ADANITRANS,ADANITRANS,138049028,2615553
SYNGENE,SYNGENE,138052612,2622209
KAYA,KAYA,138054660,2630657
ORTINLAABS,ORTINLAB,138057476,762625
MJCO,MAJESCO,138057988,2639361
BINDALAGRO,BINDALAGRO,138058244,120577
ARVSMART,ARVSMART,138061060,2676993
POWERMECH,POWERMECH,138061316,2681089
RAMASTEEL,RAMASTEEL,138063108,2636801
VETO,VETO,138068740,2214913
NAVKARCORP,NAVKARCORP,138068996,2702593
SHREEPUSHK,SHREEPUSHK,138069508,2710529
GUJGAS,GUJGASLTD,138070020,2713345
SADBHIN,SADBHIN,138072580,2718209
SATIN,SATIN,138087428,2675969
GENCON,GENCON,138088196,560129
COFFEEDAY,COFFEEDAY,138095620,2858241
IDFCFIRSTB,IDFCFIRSTB,138095876,2863105
BEARDSELL,BEARDSELL,138098436,
INDIGO,INDIGO,138098692,2865921
SHK,SHK,138099204,2870273
ALKEM,ALKEM,138117892,2995969
LALPATHLAB,LALPATHLAB,138118148,2983425
LUXIND,LUXIND,138122756,2893057
NH,NH,138125060,3031041
JSLHISAR,JSLHISAR,138136836,3149825
PRECAM,PRECAM,138146820,3226369
TEAMLEASE,TEAMLEASE,138152452,3255297
BESTAGRO,BESTAGRO,138152964,590337
QUICKHEAL,QUICKHEAL,138157572,3357697
GOKULAGRO,GOKULAGRO,138169604,3706881
SIMBHALS,SIMBHALS,138173956,
PDMJEPAPER,PDMJEPAPER,138184964,3936513
HCG,HCG,138185476,3982081
BHARATWIRE,BHARATWIRE,138188548,4127489
INFIBEAM,INFIBEAM,138190596,4159745
EQUITAS,EQUITAS,138200068,4314113
SKIL,SKIL,138204420,1164801
THYROCARE,THYROCARE,138206980,4360193
UJJIVAN,UJJIVAN,138207748,4369665
CROMPTON,CROMPTON,138208260,4376065
PILANIINVS,PILANIINVS,138210052,2929921
PARAGMILK,PARAGMILK,138211588,4385281
NAGARFERT,NAGAFERT,138218756,4427521
MAXVIL,MAXVIL,138224644,4471809
MGL,MGL,138228996,4488705
QUESS,QUESS,138234372,4532225
LLOYDSTEEL,LSIL,138237956,
LTI,LTI,138241284,4561409
ADVENZYMES,ADVENZYMES,138246404,4617985
DBL,DBL,138252036,4630017
SPAL,SPAL,138252292,4672513
BIGBLOC,BIGBLOC,138255620,4718337
FRETAIL,FRETAIL,138256388,4704769
RBLBANK,RBLBANK,138256644,4708097
BLS,BLS,138258692,4423425
GOVNOW,SABEVENTS,138260740,
TVVISION,TVVISION,138261252,
LTTS,LTTS,138269444,4752385
GNA,GNA,138271748,4754177
ICICIPRULI,ICICIPRULI,138274052,4774913
HPL,HPL,138274820,4781825
VALIANTORG,VALIANTORG,138277124,84481
ENDURANCE,ENDURANCE,138279172,4818433
PNBHOUSING,PNBHOUSING,138284292,4840449
VBL,VBL,138286084,4843777
SFL,SFL,138291972,4911105
TMRVL,TMRVL,138293764,4916481
TCIEXP,TCIEXP,138294276,4921089
LAURUSLABS,LAURUSLABS,138296836,4923905
PRICOLLTD,PRICOLLTD,138315012,5025537
JITFINFRA,JITFINFRA,138319620,
RADIOCITY,RADIOCITY,138333700,5088513
DMART,DMART,138336260,5097729
CLEDUCATE,CLEDUCATE,138343172,5177089
SHANKARA,SHANKARA,138348804,5202177
SCHAND,SCHAND,138367236,5298689
HUDCO,HUDCO,138375684,5331201
PSPPROJECT,PSPPROJECT,138379268,5344513
STARCEMENT,STARCEMENT,138387204,5399297
TEJASNET,TEJASNET,138392324,5409537
ERIS,ERIS,138392580,5415425
GTPL,GTPL,138394116,5425921
AUBANK,AUBANK,138396420,5436929
BHAGYAPROP,BHAGYAPROP,138398980,5460993
SALASAR,SALASAR,138404356,5468673
GANGESSEC,GANGESSECU,138405636,5478145
PALASHSEC,PALASHSECU,138405892,5474049
AVADHSUGAR,AVADHSUGAR,138406148,5479937
MAGADHSUGAR,MAGADSUGAR,138406404,5476353
SINTEXPLAST,SPTL,138407172,5494273
SIS,SIS,138412292,5504257
COCHINSHIP,COCHINSHIP,138413572,5506049
SMSLIFE,SMSLIFE,138413828,5517057
KIOCL,KIOCL,138414084,4896257
ABCAPITAL,ABCAPITAL,138416900,5533185
APEX,APEX,138417156,5535489
DIXON,DIXON,138418948,5552641
BRNL,BRNL,138419204,5550849
DCAL,DCAL,138419460,5556225
LASA,LASA,138419716,5558529
MATRIMONY,MATRIMONY,138420228,5561857
RELHOME,RHFL,138421508,5563649
CAPACITE,CAPACITE,138421764,5567745
ICICIGI,ICICIGI,138423300,5573121
SBILIFE,SBILIFE,138424068,5582849
DIAMONDYD,DIAMONDYD,138425348,5591041
SHAREINDIA,SHAREINDIA,138425604,26625
GODREJAGRO,GODREJAGRO,138430212,36865
MASFIN,MASFIN,138431748,50945
IEX,IEX,138432004,56321
GICRE,GICRE,138433284,70913
TIINDIA,TIINDIA,138435076,79873
NAM-INDIA,NAM-INDIA,138436356,91393
MAHLOG,MAHLOG,138436612,98561
NIACL,NIACL,138436868,102145
IFGLEXPOR,IFGLEXPOR,138438148,111617
KHADIM,KHADIM,138438404,108801
5PAISA,5PAISA,138438660,113921
HDFCLIFE,HDFCLIFE,138438916,119553
DNAMEDIA,DNAMEDIA,138441988,164097
SHALBY,SHALBY,138444036,182785
FSC,FSC,138444292,190465
ASTRON,ASTRON,138450948,223745
APOLLO,APOLLO,138465028,290305
NEWGEN,NEWGEN,138470404,297985
PRAXIS,PRAXIS,138470660,308225
AMBER,AMBER,138470916,303361
GALAXYSURF,GALAXYSURF,138479364,336641
SHIVAMILLS,SHIVAMILLS,138486020,383233
ASTERDM,ASTERDM,138489604,386049
HGINFRA,HGINFRA,138500868,428033
BDL,BDL,138532612,548865
BANDHANBNK,BANDHANBNK,138535172,579329
HAL,HAL,138535428,589569
KARDA,KARDA,138537220,602625
SANDHAR,SANDHAR,138537732,613633
ISEC,ISEC,138541828,637185
MIDHANI,MIDHANI,138545924,630529
LEMONTREE,LEMONTREE,138555652,667137
CHEMFABALKA,CHEMFAB,138564868,716545
ORIENTELEC,ORIENTELEC,138573060,760833
INDOSTAR,INDOSTAR,138582020,790529
DOLLAR,DOLLAR,138599172,5263361
ADANIGREEN,ADANIGREEN,138611204,912129
SOLARA,SOLARA,138634244,940033
GAYAHWS,GAYAHWS,138635780,
RITES,RITES,138638340,962817
FINEORG,FINEORG,138638596,958465
VARROC,VARROC,138643972,987393
TCNSBRANDS,TCNSBRANDS,138675204,1068033
HDFCAMC,HDFCAMC,138682628,1086465
CREDITACC,CREDITACC,138693124,1131777
IRCON,IRCON,138740740,1276417
AAVAS,AAVAS,138748932,1378561
GRSE,GRSE,138754820,1401601
ATGL,ATGL,138768900,1552897
TECHNOE,TECHNOE,138788100,1649921
DALBHARAT,DALBHARAT,138807300,2067201
NILASPACES,NILASPACES,138811140,1897217
TREJHARA,TREJHARA,138811652,1924609
RPSGVENT,RPSGVENT,138837252,2078465
SPENCER,SPENCERS,138838276,2089729
XELPMOC,XELPMOC,138845956,2170113
CHALET,CHALET,138854148,2187777
ANMOL,ANMOL,138863876,954113
ANUP,ANUP,138869764,2307585
ARVINDFASN,ARVINDFASN,138875908,2332417
MSTC,MSTCLTD,138904836,2395137
RVNL,RVNL,138918148,2445313
METROPOLIS,METROPOLIS,138918404,2452737
KPITTECH,KPITTECH,138918660,2478849
POLYCAB,POLYCAB,138918916,2455041
VIKASLIFE,VIKASLIFE,138919684,2542337
NEOGEN,NEOGEN,138922244,2538753
PPL,PPL,138927108,2636033
DGCONTENT,DGCONTENT,138927364,2648577
INDIAMART,INDIAMART,138937860,2745857
DCMNVL,DCMNVL,138938628,2825985
AFFLE,AFFLE,138944516,2903809
SPANDANA,SPANDANA,138946308,2927361
SWSOLAR,SWSOLAR,138946564,3197185
IIFLWAM,IIFLWAM,138949636,3343617
IIFLSEC,IIFLSEC,138949892,3346433
FLUOROCHEM,FLUOROCHEM,138959876,3520001
IRCTC,IRCTC,138964484,3484417
VISHWARAJ,VISHWARAJ,138970116,3507713
GREENPANEL,GREENPANEL,138971396,3535361
CSBBANK,CSBBANK,138973956,3831297
UJJIVANSFB,UJJIVANSFB,138983428,3898369
SHIL,SHIL,138983684,4066049
PRINCEPIPE,PRINCEPIPE,138984196,4107521
ARTEMISMED,ARTEMISMED,138987268,
SUMICHEM,SUMICHEM,138987524,4378881
BIRLATYRES,BIRLATYRE,138990596,4502017
UNIVPHOTO,UNIVPHOTO,138990852,4520705
SUVENPHAR,SUVENPHAR,139024388,4593921
SBICARD,SBICARD,139024900,4600577
POWERINDIA,POWERINDIA,139055876,4724993
AARTISURF,AARTISURF,139061764,4923649
BOROLTD,BOROLTD,139062276,4966657
ROSSARI,ROSSARI,139062532,4968961
NDRAUTO,NDRAUTO,139062788,5697281
MAXHEALTH,MAXHEALTH,139064324,5728513
MAXINDIA,MAXIND,139065092,5741569
HAPPSTMNDS,HAPPSTMNDS,139066116,12289
ROUTE,ROUTE,139066372,32769
ADL,ADL,139067140,
CAMS,CAMS,139067396,87553
CHEMCON,CHEMCON,139067652,69121
ANGELBRKG,ANGELBRKG,139068164,82945
MAZDOCK,MAZDOCK,139068676,130305
UTIAMC,UTIAMC,139068932,134913
LIKHITHA,LIKHITHA,139069444,147969
HEMIPROP,HEMIPROP,139069956,179457
EQUITASBNK,EQUITASBNK,139070212,233729
GLAND,GLAND,139070724,303617
BURGERKING,BURGERKING,139071492,382465
TARC,TARC,139071748,404737
RVHL,RVHL,139072260,400641
FAIRCHEMOR,FAIRCHEMOR,139072516,413185
BECTORFOOD,BECTORFOOD,139072772,416769
AWHCL,AWHCL,139073028,460033
IRFC,IRFC,139073796,519425
INDIGOPNTS,INDIGOPNTS,139074052,524289
HOMEFIRST,HOMEFIRST,139074308,526337
STOVEKRAFT,STOVEKRAFT,139074564,539393
SMCGLOBAL,SMCGLOBAL,139075332,593921
NURECA,NURECA,139075588,601601
RAILTEL,RAILTEL,139075844,622337
HERANBA,HERANBA,139076100,669185
DRCSYSTEMS,DRCSYSTEMS,139076612,
MTARTECH,MTARTECH,139077124,693505
JUBLINGREA,JUBLINGREA,139077380,712449
EASEMYTRIP,EASEMYTRIP,139077636,714753
ANURAS,ANURAS,139078404,724225
CRAFTSMAN,CRAFTSMAN,139078660,730625
LXCHEM,LXCHEM,139078916,727297
KALYANKJIL,KALYANKJIL,139079172,756481
SURYODAY,SURYODAY,139079428,760321
NAZARA,NAZARA,139079684,764673
SUVIDHAA,SUVIDHAA,139079940,767489
BARBEQUE,BARBEQUE,139080452,800513
LODHA,LODHA,139081476,824321
DEEPIND,DEEPINDS,139081732,842753
TATAMTRDVR,TATAMTRDVR,145920260,4343041
FELDVR,FELDVR,145920516,4352513
JISLDVREQS,JISLDVREQS,145921028,6575105
SCAPDVR,SCAPDVR,145921284,4353
KARURVYSYA,KARURVYSYA,151040772,470529
TIDEWATER,TIDEWATER,151041284,3588865
AMRUTANJAN,AMRUTANJAN,151041540,4492033
XPROINDIA,XPROINDIA,151043332,
HISARMET,HISARMETAL,151044612,4946433
BHARATRAS,BHARATRAS,151045380,981505
EASTSILK,EASTSILK,151045636,
FACT,FACT,151046148,258049
GINNIFILA,GINNIFILA,151046404,292353
SPIC,SPIC,151047684,832513
DENORA,DENORA,151047940,1095425
SAKSOFT,SAKSOFT,151053060,3019265
SALONACOT,SALONA,151054340,4441857
PROSEED,PROINDIA,151054596,908033
ANDHRSUGAR,ANDHRSUGAR,151055876,34817
IMPAL,IMPAL,151056644,3074305
KCP,KCP,151056900,471297
RADAAN,RADAAN,151057924,2798593
SUNDARMFIN,SUNDARMFIN,151058180,854785
SUNDRMBRAK,SUNDRMBRAK,151058436,1069825
WHEELS,WHEELS,151058692,964097
LAMBODHARA,LAMBODHARA,151059204,1640193
MAITHANALL,MAITHANALL,151059972,6281729
ORISSAMINE,ORISSAMINE,151062020,5102337
MADRASFERT,MADRASFERT,151074308,1257217
VLIFE-RE,VLIFE-RE,192169220
